customer_id,customer_name,country,Region
U4505,Justin Ellison,United States,Central
U7680,Justin Ellison,United States,Central
U5902,Justin Ellison,United States,Central
U1576,Tamara Willingham,United States,West
U7944,Tamara Willingham,United States,West
U4203,Stephanie Phelps,United States,West
U2057,Stephanie Phelps,United States,West
U6662,Stephanie Phelps,United States,West
U1972,Neil Knudson,United States,West
U5628,Dave Brooks,United States,West
U8272,Nora Paige,United States,Central
U1370,Nora Paige,United States,Central
U1917,Ted Trevino,United States,West
U7359,Eric Murdock,United States,East
U3872,Ruben Dartt,United States,West
U2273,Max Jones,United States,West
U6929,Becky Martin,United States,Central
U7932,Becky Martin,United States,Central
U9447,Becky Martin,United States,Central
U5965,Becky Martin,United States,Central
U4210,Becky Martin,United States,Central
U1000,Becky Martin,United States,Central
U7236,Becky Martin,United States,Central
U3828,Chad Sievert,United States,West
U7852,Chad Sievert,United States,West
U6039,Chad Sievert,United States,West
U4061,Jennifer Braxton,United States,Central
U3542,Jennifer Braxton,United States,Central
U1251,Shirley Jackson,United States,Central
U9851,Joel Eaton,United States,East
U8988,Joel Eaton,United States,East
U6432,Jim Kriz,United States,East
U3504,David Kendrick,United States,Central
U2009,David Kendrick,United States,Central
U8766,Robert Marley,United States,South
U8541,Robert Marley,United States,South
U3574,Robert Marley,United States,South
U7264,Sally Knutson,United States,East
U8861,Frank Merwin,United States,West
U8773,Alice McCarthy,United States,Central
U3153,Alice McCarthy,United States,Central
U1447,Mark Packer,United States,East
U5634,Mark Packer,United States,East
U6884,Mark Packer,United States,East
U7759,Mark Packer,United States,East
U8922,Mark Packer,United States,East
U1059,Mary Zewe,United States,West
U3518,Cassandra Brandow,United States,East
U6381,Cassandra Brandow,United States,East
U1218,Valerie Mitchum,United States,East
U8864,Fred Hopkins,United States,East
U9592,Fred Hopkins,United States,East
U4454,Maria Bertelson,United States,East
U1286,Bruce Stewart,United States,West
U5572,Bruce Stewart,United States,West
U6537,Logan Currie,United States,Central
U7923,Heather Kirkland,United States,South
U6702,Laurel Elliston,United States,West
U5358,Joseph Holt,United States,Central
U9106,Joseph Holt,United States,Central
U4762,Joseph Holt,United States,Central
U9501,Joseph Holt,United States,Central
U3822,Joseph Holt,United States,Central
U9240,Michael Stewart,United States,Central
U4298,Victoria Wilson,United States,East
U4037,Victoria Wilson,United States,East
U6437,Victoria Wilson,United States,East
U8140,Victoria Wilson,United States,East
U8435,Victoria Wilson,United States,East
U6939,Jonathan Howell,United States,West
U6639,Jonathan Howell,United States,West
U9260,Joni Blumstein,United States,East
U3948,Joni Blumstein,United States,East
U7734,Joni Blumstein,United States,East
U9678,Joni Blumstein,United States,East
U8775,Joni Blumstein,United States,East
U1503,Joni Blumstein,United States,East
U4777,David Smith,United States,Central
U7722,David Smith,United States,Central
U8321,David Smith,United States,Central
U5535,Valerie Dominguez,United States,South
U5542,Valerie Dominguez,United States,South
U6098,Erin Ashbrook,United States,South
U7845,Christopher Schild,United States,South
U8072,Christopher Schild,United States,South
U4853,Christopher Schild,United States,South
U7159,Christopher Schild,United States,South
U8516,Christopher Schild,United States,South
U4105,David Bremer,United States,West
U9149,Ken Lonsdale,United States,Central
U6300,Ken Lonsdale,United States,Central
U4637,Ken Lonsdale,United States,Central
U3928,Ken Lonsdale,United States,Central
U4967,Ken Lonsdale,United States,Central
U1571,Ken Lonsdale,United States,Central
U7780,Ken Lonsdale,United States,Central
U2407,Dianna Wilson,United States,Central
U4059,Dianna Wilson,United States,Central
U4807,Dianna Wilson,United States,Central
U2835,Dianna Wilson,United States,Central
U3162,Dianna Wilson,United States,Central
U3294,Logan Haushalter,United States,West
U3607,Kelly Collister,United States,West
U1121,Kelly Collister,United States,West
U4979,Delfina Latchford,United States,East
U3639,Delfina Latchford,United States,East
U3883,Dan Reichenbach,United States,Central
U7389,Dan Reichenbach,United States,Central
U2070,Dan Reichenbach,United States,Central
U6129,Dan Reichenbach,United States,Central
U7013,Craig Carreira,United States,East
U3610,Craig Carreira,United States,East
U1851,Craig Carreira,United States,East
U6612,Dorris liebe,United States,Central
U2151,Sean Braxton,United States,Central
U8241,Sean Braxton,United States,Central
U5863,Roy Collins,United States,Central
U4117,Alan Hwang,United States,West
U9101,Claudia Bergmann,United States,South
U5689,Christine Abelman,United States,East
U5910,Christine Abelman,United States,East
U7494,Helen Andreada,United States,East
U8973,Helen Andreada,United States,West
U7088,Helen Andreada,United States,West
U4135,Barry Blumstein,United States,West
U6096,Barry Blumstein,United States,West
U2294,Andrew Gjertsen,United States,West
U6279,Andrew Gjertsen,United States,West
U2372,Andrew Gjertsen,United States,East
U5413,Andrew Gjertsen,United States,East
U3248,Steven Cartwright,United States,East
U5933,Steven Cartwright,United States,East
U3043,Jas O'Carroll,United States,Central
U4125,Tracy Blumstein,United States,Central
U9393,Tracy Blumstein,United States,West
U6818,Tracy Blumstein,United States,West
U8129,Alan Haines,United States,West
U9683,Alan Haines,United States,West
U1131,Alan Haines,United States,South
U6227,Nick Zandusky,United States,South
U5094,Nick Zandusky,United States,South
U2522,Nick Zandusky,United States,East
U5159,Nick Zandusky,United States,East
U1162,Kelly Lampkin,United States,East
U4103,Kelly Lampkin,United States,East
U6952,Kelly Lampkin,United States,West
U1787,Kelly Lampkin,United States,West
U5017,Kelly Lampkin,United States,West
U7914,Jonathan Doherty,United States,West
U2216,Jonathan Doherty,United States,West
U1395,Jonathan Doherty,United States,East
U5692,Jonathan Doherty,United States,East
U2128,Jonathan Doherty,United States,East
U6732,Jonathan Howell,United States,East
U4306,Alan Schoenberger,United States,East
U5736,Ken Brennan,United States,Central
U1410,Corey Roper,United States,East
U3426,Corey Roper,United States,Central
U6237,Shahid Hopkins,United States,East
U9563,Ben Peterman,United States,East
U6507,Ben Peterman,United States,South
U5040,Ben Peterman,United States,West
U9743,Ben Peterman,United States,West
U6970,Thomas Seio,United States,West
U9971,Andy Gerbode,United States,West
U9946,Andy Gerbode,United States,East
U4671,Sung Pak,United States,South
U4841,Nathan Mautz,United States,South
U2333,Nathan Mautz,United States,East
U5125,Nathan Mautz,United States,East
U6427,Nathan Mautz,United States,East
U5320,Nathan Mautz,United States,East
U6446,Frank Atkinson,United States,East
U9098,Grace Kelly,United States,East
U4292,Grace Kelly,United States,West
U7967,Don Jones,United States,West
U6672,Patrick O'Brill,United States,West
U5053,Patrick O'Brill,United States,South
U2065,Patrick O'Brill,United States,East
U5190,Patrick O'Brill,United States,East
U4753,Patrick O'Brill,United States,East
U7109,John Lucas,United States,East
U6168,John Lucas,United States,East
U7764,John Lucas,United States,East
U8223,Doug Bickford,United States,East
U3341,Doug Bickford,United States,East
U5831,Doug Bickford,United States,West
U1566,Alyssa Crouse,United States,West
U8796,Alyssa Crouse,United States,West
U4012,Ken Lonsdale,United States,West
U5228,Jonathan Doherty,United States,West
U1719,Jonathan Doherty,United States,West
U7101,Jonathan Doherty,United States,East
U4607,Jonathan Doherty,United States,East
U4042,Chad Sievert,United States,East
U1991,Clay Cheatham,United States,East
U4466,Tamara Dahlen,United States,Central
U9516,Tamara Dahlen,United States,West
U4049,Adam Bellavance,United States,East
U1057,Adam Bellavance,United States,East
U6297,Adam Bellavance,United States,East
U6046,Adam Bellavance,United States,East
U7360,Adam Bellavance,United States,East
U5510,Jeremy Lonsdale,United States,East
U2313,Jeremy Lonsdale,United States,East
U6634,Jeremy Lonsdale,United States,East
U3209,Jeremy Lonsdale,United States,East
U5218,Heather Kirkland,United States,East
U3950,Victoria Brennan,United States,East
U1504,Victoria Brennan,United States,East
U9699,Katrina Willman,United States,South
U3594,Katrina Willman,United States,South
U5311,Katrina Willman,United States,South
U7818,Katrina Willman,United States,East
U2747,Julia Dunbar,United States,East
U6679,Michael Kennedy,United States,East
U3137,Michael Kennedy,United States,East
U9788,Michael Kennedy,United States,West
U8265,Michael Kennedy,United States,East
U2919,Guy Thornton,United States,East
U3855,Guy Thornton,United States,East
U7608,Arthur Gainer,United States,East
U9093,Arthur Gainer,United States,Central
U5609,Arthur Gainer,United States,Central
U9131,Arthur Gainer,United States,West
U4211,Muhammed MacIntyre,United States,West
U8046,Allen Rosenblatt,United States,West
U2368,Russell Applegate,United States,West
U4227,Russell Applegate,United States,Central
U6363,Russell Applegate,United States,East
U8862,Alejandro Savely,United States,Central
U9269,Alejandro Savely,United States,Central
U5499,Laura Armstrong,United States,Central
U9645,Denny Ordway,United States,West
U1409,Dean Katz,United States,West
U9382,Nathan Gelder,United States,Central
U4611,Mike Vittorini,United States,South
U5901,Mike Vittorini,United States,South
U6961,Jack Garza,United States,East
U1227,Bart Pistole,United States,East
U9168,Victor Preis,United States,East
U1989,Saphhira Shifley,United States,East
U5102,Saphhira Shifley,United States,East
U2446,Harold Pawlan,United States,West
U3713,Anna Gayman,United States,West
U6620,Anna Gayman,United States,Central
U8187,Anna Gayman,United States,West
U2071,Anna Gayman,United States,East
U1785,Luke Foster,United States,East
U8110,Stephanie Phelps,United States,Central
U8258,Roy Französisch,United States,Central
U5862,Keith Herrera,United States,Central
U6410,Keith Herrera,United States,Central
U3785,Keith Herrera,United States,Central
U1986,Keith Herrera,United States,South
U4202,Keith Herrera,United States,South
U2647,Keith Herrera,United States,East
U9677,Keith Herrera,United States,West
U4756,Keith Herrera,United States,West
U2691,Kimberly Carter,United States,West
U9274,Kimberly Carter,United States,West
U8086,Caroline Jumper,United States,West
U6416,Victoria Brennan,United States,West
U3118,Sung Pak,United States,West
U9839,Sung Pak,United States,West
U9716,Joel Eaton,United States,West
U8010,Michael Paige,United States,West
U6725,Michael Paige,United States,West
U2256,Natalie Fritzler,United States,West
U3580,Janet Molinari,United States,West
U3849,Janet Molinari,United States,South
U8599,Shirley Daniels,United States,West
U6272,Ken Heidel,United States,West
U7285,Ross Baird,United States,West
U8233,Ross Baird,United States,East
U9194,Ross Baird,United States,East
U6238,Ross Baird,United States,South
U6304,Dave Brooks,United States,Central
U6242,Mike Kennedy,United States,Central
U7787,Mike Kennedy,United States,East
U4669,Philisse Overcash,United States,Central
U3106,Philisse Overcash,United States,South
U1870,Brenda Bowman,United States,South
U7353,Cynthia Voltz,United States,South
U8977,Pete Kriz,United States,South
U8873,Pete Kriz,United States,East
U5696,Pete Kriz,United States,South
U6519,Pete Kriz,United States,South
U3556,Pete Kriz,United States,Central
U1834,Pete Kriz,United States,Central
U9948,Troy Blackwell,United States,Central
U5292,Raymond Buch,United States,East
U2194,Raymond Buch,United States,Central
U8238,Raymond Buch,United States,Central
U4153,Raymond Buch,United States,Central
U2301,Raymond Buch,United States,Central
U3559,Ed Braxton,United States,Central
U5523,Ed Braxton,United States,Central
U1061,Ken Heidel,United States,Central
U5672,Sanjit Chand,United States,East
U5268,Natalie Fritzler,United States,East
U1295,Natalie Fritzler,United States,East
U2369,Joseph Holt,United States,East
U1356,Joseph Holt,United States,East
U1981,Joseph Holt,United States,East
U9294,Tanja Norvell,United States,East
U7255,Tanja Norvell,United States,East
U5671,Tanja Norvell,United States,Central
U4691,Tanja Norvell,United States,West
U9904,Joni Sundaresam,United States,Central
U2551,David Smith,United States,Central
U1284,Craig Carreira,United States,West
U4473,Maya Herman,United States,West
U5728,Jeremy Pistek,United States,West
U6784,Jeremy Pistek,United States,West
U6013,Jeremy Pistek,United States,West
U4796,Jeremy Pistek,United States,West
U9794,Jeremy Pistek,United States,West
U4181,Jeremy Pistek,United States,West
U4859,John Grady,United States,Central
U6270,John Grady,United States,Central
U5179,Xylona Preis,United States,Central
U4485,Erin Mull,United States,East
U7351,Erin Mull,United States,West
U5506,Michelle Tran,United States,West
U8509,Michelle Tran,United States,West
U2357,Michelle Tran,United States,West
U4865,Sue Ann Reed,United States,West
U3746,Carl Weiss,United States,West
U9324,Carl Weiss,United States,West
U6963,Carl Weiss,United States,East
U4112,Astrea Jones,United States,East
U5188,Astrea Jones,United States,East
U4174,Sonia Sunley,United States,West
U7846,Rose O'Brian,United States,East
U6375,Maribeth Dona,United States,East
U9312,Sanjit Chand,United States,West
U7641,Sanjit Chand,United States,West
U5624,Sanjit Chand,United States,West
U5908,Sanjit Chand,United States,Central
U2921,Maribeth Yedwab,United States,Central
U9536,Maribeth Yedwab,United States,Central
U8936,Maribeth Yedwab,United States,Central
U1508,Maribeth Yedwab,United States,East
U9692,Maribeth Yedwab,United States,East
U4749,Ed Braxton,United States,West
U1648,Christopher Martinez,United States,South
U1147,Christopher Martinez,United States,South
U5172,Christopher Martinez,United States,West
U5148,Christopher Martinez,United States,West
U9603,Lynn Smith,United States,West
U2263,Lynn Smith,United States,West
U4745,Luke Foster,United States,West
U8805,Bradley Nguyen,United States,West
U7184,Bradley Nguyen,United States,West
U3606,Alan Dominguez,United States,West
U5952,Alan Dominguez,United States,West
U1975,Alan Dominguez,United States,East
U5181,Alan Dominguez,United States,South
U6120,Dean Braden,United States,South
U4612,Dean Braden,United States,South
U3355,Dean Braden,United States,South
U9502,Matt Connell,United States,Central
U6042,Logan Haushalter,United States,Central
U3127,Logan Haushalter,United States,East
U6953,Brian Dahlen,United States,West
U4797,Patricia Hirasaki,United States,West
U1954,Patricia Hirasaki,United States,West
U4742,Mike Gockenbach,United States,West
U3750,Mike Gockenbach,United States,West
U6920,Mike Gockenbach,United States,West
U1869,Karen Bern,United States,Central
U7560,Jasper Cacioppo,United States,Central
U7639,Rob Lucas,United States,Central
U6529,Rob Lucas,United States,Central
U5511,Allen Armold,United States,West
U1208,Emily Phan,United States,West
U5651,Mark Packer,United States,East
U4139,Darren Koutras,United States,South
U4272,Bradley Drucker,United States,South
U4406,Erin Smith,United States,East
U9629,Liz MacKendrick,United States,East
U9242,Paul Gonzalez,United States,East
U8437,Paul Gonzalez,United States,West
U7458,Adrian Shami,United States,West
U5239,Adrian Shami,United States,South
U3545,Dean Katz,United States,South
U7443,Dean Katz,United States,West
U3142,Dean Katz,United States,Central
U8441,Bill Donatelli,United States,East
U9006,Ryan Crowe,United States,South
U8298,Dean Katz,United States,South
U8678,Ashley Jarboe,United States,Central
U9640,Olvera Toch,United States,West
U9708,Olvera Toch,United States,East
U7629,Olvera Toch,United States,Central
U1980,Liz Pelletier,United States,Central
U7469,Liz Pelletier,United States,Central
U4993,Cynthia Arntzen,United States,East
U3066,Jeremy Farry,United States,East
U2849,Jeremy Farry,United States,Central
U4764,Frank Preis,United States,Central
U5104,Ellis Ballard,United States,Central
U3691,Ellis Ballard,United States,West
U1231,Ellis Ballard,United States,South
U6898,Ellis Ballard,United States,Central
U9670,Jennifer Ferguson,United States,West
U8331,Jennifer Ferguson,United States,South
U6082,Jennifer Ferguson,United States,West
U6738,Jennifer Ferguson,United States,West
U8386,Sarah Foster,United States,West
U3848,Trudy Glocke,United States,West
U4124,Trudy Glocke,United States,West
U9902,Trudy Glocke,United States,South
U5491,Carlos Soltero,United States,South
U1793,Carlos Soltero,United States,West
U7673,Dianna Vittorini,United States,West
U1707,Dianna Vittorini,United States,West
U8539,Dianna Vittorini,United States,West
U7695,Dianna Vittorini,United States,West
U1521,Dianna Vittorini,United States,West
U1413,Bruce Degenhardt,United States,West
U1188,Bruce Degenhardt,United States,East
U1435,Zuschuss Carroll,United States,East
U6673,Zuschuss Carroll,United States,East
U9107,Zuschuss Carroll,United States,East
U6497,Zuschuss Carroll,United States,West
U8837,Melanie Seite,United States,West
U7702,Melanie Seite,United States,West
U4648,Lena Radford,United States,West
U4529,Lena Radford,United States,Central
U3123,Lena Radford,United States,Central
U9386,Lena Radford,United States,West
U9693,Theone Pippenger,United States,West
U9066,Chloris Kastensmidt,United States,West
U6880,Chloris Kastensmidt,United States,West
U2051,Chloris Kastensmidt,United States,West
U8834,Alan Shonely,United States,West
U5471,Alan Shonely,United States,South
U6792,Alan Shonely,United States,South
U2093,Alan Shonely,United States,West
U8422,Alan Shonely,United States,West
U3524,Andrew Roberts,United States,West
U7054,Andrew Roberts,United States,West
U2370,Andrew Roberts,United States,Central
U8433,Nona Balk,United States,Central
U9853,Nona Balk,United States,West
U7500,Giulietta Dortch,United States,West
U9144,Giulietta Dortch,United States,West
U4831,Clytie Kelty,United States,West
U5217,Clytie Kelty,United States,East
U1686,Nat Gilpin,United States,East
U6274,Nat Gilpin,United States,East
U4531,Nat Gilpin,United States,East
U7952,Nat Gilpin,United States,South
U7662,Nat Gilpin,United States,South
U8643,Christina Anderson,United States,South
U5579,Sylvia Foulston,United States,South
U4810,Sylvia Foulston,United States,South
U1153,Sylvia Foulston,United States,East
U7334,Sylvia Foulston,United States,East
U6825,Meg O'Connel,United States,East
U4601,Annie Thurman,United States,Central
U1397,Logan Currie,United States,Central
U3334,Logan Currie,United States,East
U6899,Fred McMath,United States,East
U6608,Fred McMath,United States,East
U6373,Fred McMath,United States,East
U2870,Brian Dahlen,United States,East
U3502,Brian Dahlen,United States,East
U5312,Denny Joy,United States,East
U3336,Max Engle,United States,East
U2228,Max Engle,United States,East
U4361,Rick Bensley,United States,Central
U3906,Rick Bensley,United States,Central
U1935,Justin Deggeller,United States,Central
U8959,John Lee,United States,Central
U8508,John Lee,United States,Central
U9263,Sean Christensen,United States,East
U7903,Tamara Willingham,United States,West
U6196,Chuck Clark,United States,West
U4432,Barry Blumstein,United States,West
U7570,Anthony Rawles,United States,West
U8214,Anthony Rawles,United States,West
U9491,Anthony Rawles,United States,West
U1029,Steven Roelle,United States,South
U6717,Allen Rosenblatt,United States,South
U5455,Allen Rosenblatt,United States,South
U5281,Craig Reiter,United States,West
U7972,Craig Reiter,United States,West
U7817,Craig Reiter,United States,West
U6909,Eugene Hildebrand,United States,West
U4126,Cassandra Brandow,United States,Central
U7080,Cassandra Brandow,United States,West
U9822,Cassandra Brandow,United States,West
U7982,Cassandra Brandow,United States,Central
U1481,Sibella Parks,United States,East
U2792,Roy Collins,United States,Central
U7632,Tiffany House,United States,West
U3038,Tiffany House,United States,West
U5967,Tiffany House,United States,West
U2857,Resi Pölking,United States,West
U6763,Meg O'Connel,United States,West
U8702,Meg O'Connel,United States,East
U2440,Meg O'Connel,United States,East
U8274,Tamara Dahlen,United States,East
U9304,Rob Beeghly,United States,East
U9757,Rob Beeghly,United States,East
U4518,Rob Beeghly,United States,East
U8551,Carol Darley,United States,Central
U1618,Carol Darley,United States,Central
U9354,Carol Darley,United States,Central
U2607,Carol Darley,United States,Central
U1861,Doug Jacobs,United States,Central
U3398,Doug Jacobs,United States,Central
U6575,Grant Thornton,United States,East
U3121,Michael Chen,United States,South
U7419,Michael Chen,United States,Central
U8768,Michael Chen,United States,Central
U8719,Ralph Arnett,United States,Central
U1050,Naresj Patel,United States,East
U8289,Naresj Patel,United States,Central
U1155,Naresj Patel,United States,Central
U6527,Jesus Ocampo,United States,Central
U3641,Jesus Ocampo,United States,Central
U1154,Jesus Ocampo,United States,Central
U3421,Jesus Ocampo,United States,Central
U1017,Jesus Ocampo,United States,Central
U9437,Dorris liebe,United States,Central
U6251,Alejandro Savely,United States,Central
U8857,Jay Kimmel,United States,Central
U4290,Brad Norvell,United States,Central
U7536,Brad Norvell,United States,East
U1800,David Philippe,United States,East
U1479,David Philippe,United States,East
U8934,David Philippe,United States,South
U4400,Tracy Hopkins,United States,South
U3032,Arthur Prichep,United States,South
U6584,Roland Schwarz,United States,South
U1011,Roland Schwarz,United States,South
U8721,Roland Schwarz,United States,East
U2560,Dorris liebe,United States,South
U2398,Seth Vernon,United States,South
U2459,Kelly Collister,United States,South
U2798,Christine Kargatis,United States,West
U8269,Christine Kargatis,United States,West
U3476,Ross DeVincentis,United States,East
U5418,Michael Paige,United States,East
U8760,Michael Paige,United States,East
U4593,Mathew Reese,United States,East
U9671,Jay Fein,United States,East
U5021,Jay Fein,United States,East
U9448,Emily Grady,United States,East
U4008,Emily Grady,United States,East
U4575,Emily Grady,United States,West
U6154,Emily Grady,United States,West
U6949,Emily Grady,United States,South
U8668,Darrin Sayre,United States,South
U6665,Darrin Sayre,United States,South
U1608,Darrin Sayre,United States,East
U4633,Darrin Sayre,United States,East
U3675,Darrin Sayre,United States,East
U7313,Darrin Sayre,United States,East
U1398,Gary Zandusky,United States,South
U7407,Phillina Ober,United States,East
U5486,Phillina Ober,United States,East
U5777,Sung Shariari,United States,East
U8510,Sung Shariari,United States,West
U5507,Sung Shariari,United States,East
U3861,Sung Shariari,United States,East
U8152,Maya Herman,United States,West
U2889,Maya Herman,United States,West
U3065,Peter Bühler,United States,West
U6034,Roland Fjeld,United States,Central
U4506,Roland Fjeld,United States,Central
U2568,Roland Fjeld,United States,East
U1725,Yoseph Carroll,United States,South
U2350,Melanie Seite,United States,Central
U9583,Nona Balk,United States,Central
U8375,Debra Catini,United States,East
U9038,Debra Catini,United States,East
U8301,Christine Phan,United States,East
U3331,Barry Französisch,United States,East
U9919,Andrew Roberts,United States,East
U5144,Julie Creighton,United States,West
U8059,Lisa Hazard,United States,West
U6057,Chris Selesnick,United States,West
U7547,Chris Selesnick,United States,West
U4499,Chris Selesnick,United States,West
U2812,Chris Selesnick,United States,West
U3495,Anthony Johnson,United States,West
U9499,Laurel Elliston,United States,Central
U3292,Benjamin Venier,United States,Central
U3304,Benjamin Venier,United States,Central
U2026,Benjamin Venier,United States,Central
U6106,Benjamin Venier,United States,Central
U1667,Benjamin Venier,United States,Central
U2877,Dan Lawera,United States,Central
U5845,Nick Zandusky,United States,West
U7140,Nick Zandusky,United States,West
U9496,Nick Zandusky,United States,Central
U5669,Nick Zandusky,United States,Central
U4562,Bryan Mills,United States,Central
U4687,Bryan Mills,United States,Central
U3717,Bryan Mills,United States,Central
U2068,Sue Ann Reed,United States,West
U1129,Sue Ann Reed,United States,West
U3269,Sue Ann Reed,United States,South
U6596,Sue Ann Reed,United States,Central
U5722,Joe Kamberova,United States,Central
U4423,Erica Smith,United States,East
U9355,Erica Smith,United States,Central
U2900,Rick Hansen,United States,West
U8013,David Bremer,United States,South
U9028,David Bremer,United States,East
U1259,Carlos Daly,United States,South
U6930,Helen Wasserman,United States,South
U7016,Helen Wasserman,United States,South
U2553,Mike Caudle,United States,South
U4267,Gary McGarr,United States,South
U9376,Russell Applegate,United States,South
U2668,Russell Applegate,United States,South
U2752,Allen Armold,United States,Central
U6229,Allen Armold,United States,Central
U9465,Zuschuss Carroll,United States,Central
U6902,Zuschuss Carroll,United States,Central
U4000,Zuschuss Carroll,United States,Central
U3996,Pauline Johnson,United States,Central
U5896,Pauline Johnson,United States,East
U9114,Bart Watters,United States,West
U3911,Dean Braden,United States,West
U6800,Cynthia Arntzen,United States,West
